"Order","PID","MS.SubClass","MS.Zoning","Lot.Frontage","Lot.Area","Street","Alley","Lot.Shape","Land.Contour","Utilities","Lot.Config","Land.Slope","Neighborhood","Condition.1","Condition.2","Bldg.Type","House.Style","Overall.Qual","Overall.Cond","Year.Built","Year.Remod.Add","Roof.Style","Roof.Matl","Exterior.1st","Exterior.2nd","Mas.Vnr.Type","Mas.Vnr.Area","Exter.Qual","Exter.Cond","Foundation","Bsmt.Qual","Bsmt.Cond","Bsmt.Exposure","BsmtFin.Type.1","BsmtFin.SF.1","BsmtFin.Type.2","BsmtFin.SF.2","Bsmt.Unf.SF","Total.Bsmt.SF","Heating","Heating.QC","Central.Air","Electrical","X1st.Flr.SF","X2nd.Flr.SF","Low.Qual.Fin.SF","Gr.Liv.Area","Bsmt.Full.Bath","Bsmt.Half.Bath","Full.Bath","Half.Bath","Bedroom.AbvGr","Kitchen.AbvGr","Kitchen.Qual","TotRms.AbvGrd","Functional","Fireplaces","Fireplace.Qu","Garage.Type","Garage.Yr.Blt","Garage.Finish","Garage.Cars","Garage.Area","Garage.Qual","Garage.Cond","Paved.Drive","Wood.Deck.SF","Open.Porch.SF","Enclosed.Porch","X3Ssn.Porch","Screen.Porch","Pool.Area","Pool.QC","Fence","Misc.Feature","Misc.Val","Mo.Sold","Yr.Sold","Sale.Type","Sale.Condition","SalePrice"
775,909101060,30,"RL",45,8248,"Pave","Grvl","Reg","Lvl","AllPub","Inside","Gtl","Edwards","Norm","Norm","1Fam","1Story",3,3,1914,1950,"Gable","CompShg","Stucco","Stucco","None",0,"TA","TA","BrkTil","TA","TA","No","BLQ",41,"Unf",0,823,864,"GasA","TA","N","FuseF",864,0,0,864,1,0,1,0,2,1,"TA",5,"Typ",0,NA,NA,NA,NA,0,0,NA,NA,"N",0,0,100,0,0,0,NA,NA,NA,0,9,2008,"WD ","Normal",67000
776,909101180,190,"RL",55,5687,"Pave","Grvl","Reg","Bnk","AllPub","Inside","Gtl","SWISU","Norm","Norm","2fmCon","2Story",5,6,1912,2000,"Gable","CompShg","VinylSd","VinylSd","None",0,"TA","Fa","PConc","TA","Fa","No","Rec",210,"Unf",0,570,780,"GasA","Ex","N","SBrkr",936,780,0,1716,1,0,2,0,6,1,"Fa",9,"Typ",0,NA,NA,NA,NA,0,0,NA,NA,"N",0,184,0,0,0,0,NA,NA,NA,0,3,2008,"WD ","Normal",135900
777,909131170,70,"RH",NA,12155,"Pave",NA,"IR1","Lvl","AllPub","Inside","Gtl","SWISU","Norm","Norm","1Fam","2Story",6,8,1925,1950,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,"TA","TA","BrkTil","TA","TA","No","BLQ",156,"Unf",0,516,672,"GasA","TA","N","SBrkr",810,672,0,1482,0,0,2,0,4,1,"Fa",7,"Typ",0,NA,"Detchd",1934,"Unf",1,400,"TA","TA","P",0,0,254,0,0,0,NA,NA,NA,0,3,2008,"WD ","Normal",140000
778,909175050,75,"RL",60,8400,"Pave",NA,"Reg","Bnk","AllPub","Inside","Mod","SWISU","Norm","Norm","1Fam","2.5Fin",5,8,1939,1997,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,"TA","TA","PConc","TA","TA","No","LwQ",378,"Unf",0,342,720,"GasA","Ex","Y","SBrkr",1052,720,420,2192,0,0,2,1,4,1,"Gd",8,"Typ",1,"Gd","Detchd",1939,"Unf",1,240,"TA","TA","Y",262,24,0,0,0,0,NA,NA,NA,0,7,2008,"WD ","Normal",179500
779,909175100,50,"RL",60,8400,"Pave",NA,"Reg","Bnk","AllPub","Inside","Gtl","SWISU","Norm","Norm","1Fam","1.5Fin",6,5,1925,1950,"Gable","CompShg","MetalSd","MetalSd","None",0,"TA","TA","PConc","TA","TA","No","Rec",423,"Unf",0,758,1181,"GasA","Fa","Y","SBrkr",1390,304,0,1694,0,0,2,0,4,1,"TA",7,"Typ",1,"Gd","Detchd",1925,"Unf",2,576,"TA","TA","Y",342,0,128,0,0,0,NA,NA,NA,0,6,2008,"WD ","Normal",136500
780,909177120,30,"RL",60,7290,"Pave",NA,"Reg","Lvl","AllPub","Corner","Gtl","SWISU","Norm","Norm","1Fam","1Story",7,8,1921,1950,"Gable","CompShg","WdShing","Wd Shng","BrkFace",174,"TA","TA","BrkTil","TA","TA","No","Unf",0,"Unf",0,1228,1228,"GasA","Ex","Y","SBrkr",1424,0,0,1424,0,0,2,0,2,1,"TA",7,"Typ",1,"Gd","Attchd",1921,"Unf",1,312,"TA","TA","Y",0,0,90,0,0,0,NA,NA,NA,0,4,2008,"WD ","Normal",168000
781,909250040,70,"RL",51,9842,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","SWISU","Feedr","Norm","1Fam","2Story",5,6,1921,1998,"Gable","CompShg","MetalSd","Wd Sdng","None",0,"TA","TA","BrkTil","TA","Fa","No","Unf",0,"Unf",0,612,612,"GasA","Ex","Y","SBrkr",990,1611,0,2601,0,0,3,1,4,1,"TA",8,"Typ",0,NA,"BuiltIn",1998,"RFn",2,621,"TA","TA","Y",183,0,301,0,0,0,NA,NA,NA,0,5,2008,"WD ","Normal",189000
782,909251080,70,"RL",66,8969,"Pave",NA,"Reg","Bnk","AllPub","Inside","Gtl","Crawfor","Norm","Norm","1Fam","2Story",6,6,1926,1950,"Gambrel","CompShg","Wd Sdng","Wd Sdng","None",0,"TA","TA","BrkTil","TA","TA","No","BLQ",379,"Unf",0,265,644,"GasA","Ex","Y","SBrkr",672,644,0,1316,1,0,1,0,2,1,"TA",6,"Typ",1,"Gd","Detchd",2001,"Unf",1,369,"TA","TA","P",0,0,0,0,192,0,NA,"MnPrv",NA,0,7,2008,"WD ","Normal",145000
783,909252220,50,"RL",63,15564,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","Crawfor","Norm","Norm","1Fam","1.5Fin",6,6,1914,1995,"Gable","CompShg","Wd Sdng","Wd Shng","None",0,"TA","TA","BrkTil","Gd","TA","No","Unf",0,"Unf",0,676,676,"GasA","Ex","Y","SBrkr",676,588,0,1264,0,0,1,0,3,1,"TA",6,"Typ",0,NA,"Detchd",1994,"Unf",2,400,"TA","TA","Y",424,0,0,0,0,0,NA,NA,"Shed",400,1,2008,"WD ","Normal",147500
784,909254050,70,"RL",54,7609,"Pave",NA,"Reg","Lvl","AllPub","Corner","Gtl","Crawfor","Norm","Norm","1Fam","2Story",8,9,1925,1997,"Gable","CompShg","Stucco","Stucco","None",0,"Gd","Gd","PConc","Fa","TA","No","ALQ",406,"Unf",0,392,798,"GasA","Ex","Y","SBrkr",798,714,0,1512,1,0,2,0,3,1,"Gd",7,"Typ",1,"Gd","Detchd",1925,"Unf",1,180,"TA","TA","P",85,16,41,0,0,0,NA,"GdPrv",NA,0,6,2008,"WD ","Normal",231000
785,909256060,50,"RL",51,10480,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","SWISU","Norm","Norm","1Fam","1.5Fin",6,5,1936,1950,"Gable","CompShg","MetalSd","MetalSd","None",0,"TA","TA","BrkTil","TA","TA","No","Unf",0,"Unf",0,1064,1064,"GasA","Ex","Y","FuseA",1166,0,473,1639,0,0,1,0,3,1,"TA",6,"Maj2",0,NA,"Detchd",1936,"Unf",1,240,"TA","TA","Y",0,0,0,0,0,0,NA,NA,NA,0,3,2008,"WD ","Normal",115000
786,909275040,70,"RL",NA,9650,"Pave",NA,"IR1","HLS","AllPub","Corner","Gtl","Crawfor","Norm","Norm","1Fam","2Story",6,3,1923,1950,"Hip","CompShg","Wd Sdng","Plywood","None",0,"TA","TA","BrkTil","TA","TA","No","Unf",0,"Unf",0,784,784,"GasA","TA","Y","SBrkr",819,784,0,1603,0,0,1,0,4,1,"TA",7,"Typ",1,"Gd","Attchd",1980,"Unf",2,599,"TA","TA","Y",0,217,0,0,0,0,NA,NA,NA,0,6,2008,"WD ","Normal",138000
787,909276170,70,"RL",74,11988,"Pave",NA,"IR1","HLS","AllPub","Inside","Mod","Crawfor","Norm","Norm","1Fam","2Story",6,7,1934,1995,"Hip","CompShg","Stucco","Stucco","None",0,"TA","TA","CBlock","TA","TA","No","LwQ",326,"Unf",0,389,715,"GasA","Fa","Y","FuseA",849,811,0,1660,0,0,1,1,3,1,"TA",6,"Typ",1,"Gd","Detchd",1939,"Unf",1,240,"TA","TA","Y",0,0,0,0,0,0,NA,NA,NA,0,8,2008,"WD ","Normal",188700
788,909277040,50,"RL",NA,11700,"Pave","Grvl","IR1","HLS","AllPub","Inside","Mod","Crawfor","Norm","Norm","1Fam","1.5Fin",5,6,1937,1995,"Gable","CompShg","WdShing","Wd Shng","None",0,"TA","TA","CBlock","TA","TA","No","BLQ",606,"Unf",0,336,942,"GasA","Ex","Y","SBrkr",1265,673,0,1938,0,0,2,0,4,1,"Gd",7,"Min2",1,"Gd","Detchd",1937,"Unf",1,240,"TA","TA","Y",0,40,0,0,0,0,NA,NA,NA,0,7,2008,"WD ","Normal",198000
789,909281030,20,"RL",79,7801,"Pave",NA,"IR1","Lvl","AllPub","Corner","Gtl","Crawfor","Feedr","Norm","1Fam","1Story",6,5,1951,1951,"Hip","CompShg","WdShing","Plywood","BrkFace",88,"TA","Fa","PConc","TA","TA","No","Rec",500,"Unf",0,591,1091,"GasA","Fa","N","FuseA",1091,0,0,1091,0,1,1,0,2,1,"TA",5,"Typ",1,"TA","Attchd",1951,"Fin",1,344,"TA","TA","Y",66,105,0,0,221,0,NA,"MnPrv",NA,0,5,2008,"WD ","Normal",104000
790,909428170,20,"RL",56,26073,"Pave",NA,"IR1","Lvl","AllPub","CulDSac","Gtl","Crawfor","Norm","Norm","1Fam","1Story",5,5,1956,1956,"Gable","CompShg","BrkFace","MetalSd","None",0,"TA","TA","PConc","TA","TA","No","Rec",1116,"Unf",0,782,1898,"GasA","Ex","Y","FuseA",1898,0,0,1898,0,0,2,1,3,1,"TA",7,"Typ",2,"TA","Attchd",1956,"Unf",2,484,"TA","TA","Y",0,51,224,0,0,0,NA,"MnPrv",NA,0,4,2008,"WD ","Normal",236500
791,909451020,160,"RM",24,1879,"Pave",NA,"Reg","Lvl","AllPub","CulDSac","Gtl","Blueste","Norm","Norm","Twnhs","2Story",6,6,1980,1980,"Gable","CompShg","MetalSd","MetalSd","None",0,"TA","TA","CBlock","Gd","TA","No","GLQ",366,"Unf",0,150,516,"GasA","TA","Y","SBrkr",516,516,0,1032,0,0,1,0,2,1,"TA",5,"Typ",1,"TA","Detchd",1980,"Unf",2,462,"TA","TA","Y",213,0,0,0,0,0,NA,"GdPrv",NA,0,12,2008,"WD ","Normal",116500
792,910200080,30,"RM",50,7000,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","IDOTRR","Norm","Norm","1Fam","1Story",6,8,1926,1998,"Gable","CompShg","VinylSd","VinylSd","None",0,"TA","Gd","BrkTil","TA","TA","No","Rec",299,"GLQ",40,555,894,"GasA","TA","Y","SBrkr",919,0,0,919,1,0,1,0,2,1,"TA",5,"Typ",0,NA,"Detchd",1926,"Unf",1,195,"TA","TA","P",0,0,116,0,0,0,NA,"MnPrv",NA,0,7,2008,"WD ","Normal",126000
793,910202050,30,"RM",40,3636,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","IDOTRR","Norm","Norm","1Fam","1Story",4,4,1922,1950,"Gable","CompShg","AsbShng","AsbShng","None",0,"TA","TA","BrkTil","TA","Fa","No","Unf",0,"Unf",0,796,796,"GasA","Fa","N","SBrkr",796,0,0,796,0,0,1,0,2,1,"TA",5,"Typ",0,NA,NA,NA,NA,0,0,NA,NA,"N",0,0,100,0,0,0,NA,"MnPrv",NA,0,1,2008,"WD ","Normal",55000
794,910202100,30,"RM",NA,5890,"Pave",NA,"Reg","Lvl","AllPub","Corner","Gtl","IDOTRR","Norm","Norm","1Fam","1Story",6,8,1930,2007,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,"Gd","Gd","BrkTil","TA","TA","Av","ALQ",538,"Unf",0,278,816,"GasA","Ex","Y","SBrkr",816,0,0,816,0,0,1,0,2,1,"TA",5,"Typ",0,NA,"Detchd",2002,"Unf",1,432,"TA","TA","Y",0,0,96,0,0,0,NA,NA,NA,0,6,2008,"WD ","Normal",120500
795,910206110,30,"RM",60,7392,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","IDOTRR","Norm","Norm","1Fam","1Story",5,7,1930,1995,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,"TA","TA","BrkTil","TA","TA","No","Unf",0,"Unf",0,520,520,"GasA","TA","Y","FuseA",912,0,0,912,0,0,1,0,2,1,"TA",5,"Typ",0,NA,"Detchd",1934,"RFn",1,360,"TA","TA","Y",0,90,0,0,0,0,NA,NA,NA,0,5,2008,"WD ","Normal",99500
796,910226040,50,"RM",75,9000,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","IDOTRR","Norm","Norm","1Fam","1.5Fin",5,5,1958,1958,"Gable","CompShg","WdShing","Wd Shng","BrkFace",162,"TA","TA","CBlock","TA","TA","No","ALQ",330,"Unf",0,821,1151,"GasA","Gd","Y","FuseA",1151,804,0,1955,0,0,2,0,4,1,"TA",7,"Typ",0,NA,"Attchd",1958,"Fin",1,356,"TA","TA","Y",0,0,0,0,0,0,NA,NA,NA,0,1,2008,"WD ","Normal",165500
797,910251050,20,"A (agr)",80,14584,"Pave",NA,"Reg","Low","AllPub","Inside","Mod","IDOTRR","Norm","Norm","1Fam","1Story",1,5,1952,1952,"Gable","CompShg","AsbShng","VinylSd","None",0,"Fa","Po","Slab",NA,NA,NA,NA,0,NA,0,0,0,"Wall","Po","N","FuseA",733,0,0,733,0,0,1,0,2,1,"Fa",4,"Sal",0,NA,"Attchd",1952,"Unf",2,487,"Fa","Po","N",0,0,0,0,0,0,NA,NA,NA,0,2,2008,"WD ","Abnorml",13100
798,911102090,70,"C (all)",60,5280,"Pave",NA,"Reg","Lvl","AllPub","Corner","Gtl","IDOTRR","Feedr","Norm","1Fam","2Story",4,7,1895,1950,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,"TA","TA","Stone","Po","Fa","No","Unf",0,"Unf",0,173,173,"GasA","Ex","N","SBrkr",825,536,0,1361,0,0,1,0,2,1,"TA",6,"Typ",0,NA,"Detchd",1895,"Unf",1,185,"Fa","TA","Y",0,123,0,0,0,0,NA,NA,NA,0,7,2008,"WD ","Normal",89000
799,911102180,50,"C (all)",52,5150,"Pave",NA,"Reg","Lvl","AllPub","Corner","Gtl","IDOTRR","Feedr","Norm","1Fam","1.5Fin",4,7,1910,2000,"Gable","CompShg","Plywood","Plywood","None",0,"TA","TA","PConc","Po","TA","No","Unf",0,"Unf",0,356,356,"GasA","TA","N","FuseA",671,378,0,1049,0,0,1,0,2,1,"TA",5,"Typ",0,NA,"Detchd",1910,"Unf",1,195,"Po","Fa","N",0,0,0,0,0,0,NA,NA,NA,0,5,2008,"WD ","Normal",80900
800,911370410,120,"RM",64,5587,"Pave",NA,"IR1","HLS","AllPub","Inside","Mod","Crawfor","Norm","Norm","TwnhsE","1Story",8,5,2008,2008,"Hip","CompShg","CemntBd","CmentBd","Stone",186,"Ex","TA","PConc","Ex","TA","Gd","GLQ",1480,"Unf",0,120,1600,"GasA","Ex","Y","SBrkr",1652,0,0,1652,1,1,2,0,2,1,"Gd",5,"Typ",1,"Gd","Attchd",2008,"Fin",2,482,"TA","TA","Y",162,53,0,153,0,0,NA,NA,NA,0,11,2008,"New","Partial",392500
801,911370490,120,"RM",44,3843,"Pave",NA,"IR1","HLS","AllPub","Inside","Mod","Crawfor","Norm","Norm","TwnhsE","1Story",8,5,2007,2008,"Hip","CompShg","CemntBd","CmentBd","Stone",186,"Ex","TA","PConc","Ex","TA","Gd","GLQ",1476,"Unf",0,120,1596,"GasA","Ex","Y","SBrkr",1648,0,0,1648,1,1,2,0,2,1,"Ex",5,"Typ",1,"Gd","Attchd",2007,"Fin",2,525,"TA","TA","Y",162,53,0,153,0,0,NA,NA,NA,0,8,2008,"New","Partial",294464
802,914465060,20,"RL",NA,13265,"Pave",NA,"IR1","Lvl","AllPub","CulDSac","Gtl","Mitchel","Norm","Norm","1Fam","1Story",8,5,2002,2002,"Hip","CompShg","CemntBd","CmentBd","BrkFace",148,"Gd","TA","PConc","Gd","TA","No","GLQ",1218,"Unf",0,350,1568,"GasA","Ex","Y","SBrkr",1689,0,0,1689,1,0,2,0,3,1,"Gd",7,"Typ",2,"Gd","Attchd",2002,"RFn",3,857,"TA","TA","Y",150,59,0,0,0,0,NA,NA,NA,0,7,2008,"WD ","Normal",271000
803,914476010,20,"RL",75,10125,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","Mitchel","Norm","Norm","1Fam","1Story",6,6,1977,1977,"Gable","CompShg","Plywood","Plywood","None",0,"TA","TA","CBlock","TA","TA","No","ALQ",641,"LwQ",279,276,1196,"GasA","TA","Y","SBrkr",1279,0,0,1279,0,1,2,0,3,1,"TA",6,"Typ",2,"Fa","Detchd",1980,"Unf",2,473,"TA","TA","Y",238,83,0,0,0,0,NA,"MnPrv",NA,0,2,2008,"WD ","Normal",171500
804,914476450,20,"RL",74,9990,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","Mitchel","Norm","Norm","1Fam","1Story",4,5,1991,1991,"Gable","CompShg","HdBoard","HdBoard","None",0,"TA","TA","PConc","Gd","TA","No","ALQ",1383,"Unf",0,297,1680,"GasA","Gd","Y","SBrkr",1689,0,0,1689,1,0,2,0,3,1,"TA",6,"Typ",1,"TA","Attchd",1991,"Unf",2,432,"TA","TA","Y",428,120,0,0,0,0,NA,NA,NA,0,7,2008,"WD ","Normal",228500
805,916125425,190,"RL",NA,164660,"Grvl",NA,"IR1","HLS","AllPub","Corner","Sev","Timber","Norm","Norm","2fmCon","1.5Fin",5,6,1965,1965,"Gable","CompShg","Plywood","Plywood","None",0,"TA","TA","CBlock","TA","TA","Gd","ALQ",1249,"BLQ",147,103,1499,"GasA","Ex","Y","SBrkr",1619,167,0,1786,2,0,2,0,3,1,"TA",7,"Typ",2,"Gd","Attchd",1965,"Fin",2,529,"TA","TA","Y",670,0,0,0,0,0,NA,NA,"Shed",700,8,2008,"WD ","Normal",228950
806,916380060,20,"RL",74,11563,"Pave",NA,"IR1","HLS","AllPub","Inside","Gtl","Timber","Norm","Norm","1Fam","1Story",8,5,2006,2007,"Hip","CompShg","VinylSd","VinylSd","Stone",258,"Gd","TA","PConc","Ex","TA","Gd","GLQ",1036,"Unf",0,482,1518,"GasA","Ex","Y","SBrkr",1537,0,0,1537,1,0,2,0,3,1,"Gd",8,"Typ",0,NA,"Attchd",2007,"Fin",3,788,"TA","TA","Y",0,26,0,0,0,0,NA,NA,NA,0,4,2008,"WD ","Normal",294000
807,916386080,80,"RL",73,9735,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","Timber","Norm","Norm","1Fam","SLvl",5,5,2006,2007,"Gable","CompShg","VinylSd","VinylSd","None",0,"TA","TA","PConc","Gd","TA","No","Unf",0,"Unf",0,384,384,"GasA","Gd","Y","",754,640,0,1394,0,0,2,1,3,1,"Gd",7,"Typ",0,NA,"BuiltIn",2007,"Fin",2,400,"TA","TA","Y",100,0,0,0,0,0,NA,NA,NA,0,5,2008,"WD ","Normal",167500
808,916402015,20,"RL",75,12890,"Pave",NA,"IR1","Lvl","AllPub","Inside","Gtl","Timber","Norm","Norm","1Fam","1Story",6,5,1989,1989,"Gable","CompShg","Wd Sdng","Wd Sdng","BrkFace",128,"TA","TA","CBlock","Gd","TA","No","Unf",0,"Unf",0,1495,1495,"GasA","Ex","Y","SBrkr",1495,0,0,1495,0,0,2,0,3,1,"TA",8,"Typ",1,"TA","Attchd",1989,"Unf",2,438,"TA","TA","Y",252,0,192,0,0,0,NA,NA,NA,0,7,2008,"WD ","Normal",150000
809,916402115,20,"RL",47,12416,"Pave",NA,"IR1","Lvl","AllPub","Inside","Gtl","Timber","Norm","Norm","1Fam","1Story",6,5,1986,1986,"Gable","CompShg","VinylSd","Plywood","Stone",132,"TA","TA","CBlock","Gd","Fa","No","ALQ",1398,"LwQ",208,0,1606,"GasA","TA","Y","SBrkr",1651,0,0,1651,1,0,2,0,3,1,"TA",7,"Min2",1,"TA","Attchd",1986,"Fin",2,616,"TA","TA","Y",192,0,0,0,0,0,NA,NA,NA,0,11,2008,"WD ","Normal",184000
810,916402215,20,"RL",93,18265,"Pave",NA,"Reg","Lvl","AllPub","Corner","Gtl","Timber","Norm","Norm","1Fam","1Story",6,5,1986,1986,"Gable","CompShg","Plywood","HdBoard","BrkFace",228,"Gd","Gd","CBlock","Gd","Gd","Av","GLQ",920,"Rec",60,276,1256,"GasA","Ex","Y","SBrkr",1256,0,0,1256,0,0,2,0,3,1,"Gd",6,"Typ",1,"Fa","Attchd",1986,"Unf",2,578,"TA","TA","Y",282,0,0,0,0,0,NA,NA,NA,0,3,2008,"WD ","Normal",180000
811,916403230,80,"RL",85,10200,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","Timber","Norm","Norm","1Fam","SLvl",6,5,1988,1989,"Gable","CompShg","HdBoard","HdBoard","BrkFace",219,"Gd","TA","CBlock","Gd","TA","Av","GLQ",783,"Unf",0,678,1461,"GasA","Ex","Y","SBrkr",1509,0,0,1509,1,0,2,0,3,1,"Gd",5,"Typ",1,"Fa","Attchd",1988,"RFn",2,600,"TA","TA","Y",224,0,0,0,0,0,NA,NA,NA,0,8,2008,"WD ","Abnorml",175000
812,916455120,20,"RL",82,11202,"Pave",NA,"IR1","Lvl","AllPub","Inside","Gtl","Timber","Norm","Norm","1Fam","1Story",8,5,2003,2003,"Hip","CompShg","VinylSd","VinylSd","BrkFace",206,"Gd","TA","PConc","Ex","TA","Av","GLQ",1029,"Unf",0,403,1432,"GasA","Ex","Y","SBrkr",1440,0,0,1440,1,0,2,0,3,1,"Gd",7,"Typ",1,"TA","Attchd",2003,"Fin",2,467,"TA","TA","Y",185,95,0,0,0,0,NA,NA,NA,0,6,2008,"WD ","Normal",232500
813,923202137,20,"RL",77,9278,"Pave",NA,"Reg","Lvl","AllPub","FR2","Gtl","Mitchel","Feedr","Artery","1Fam","1Story",5,5,2007,2008,"Gable","CompShg","VinylSd","VinylSd","None",0,"TA","TA","PConc","Gd","TA","No","Unf",0,"Unf",0,1092,1092,"GasA","Ex","Y","SBrkr",1092,0,0,1092,0,0,1,0,2,1,"TA",5,"Typ",0,NA,NA,NA,NA,0,0,NA,NA,"Y",0,52,0,0,0,0,NA,NA,NA,0,2,2008,"WD ","Abnorml",146000
814,923203140,120,"RM",32,4500,"Pave",NA,"Reg","Lvl","AllPub","FR2","Gtl","Mitchel","Norm","Norm","TwnhsE","1Story",6,5,1997,1997,"Hip","CompShg","VinylSd","VinylSd","BrkFace",197,"TA","TA","PConc","Ex","TA","No","GLQ",864,"Unf",0,325,1189,"GasA","Ex","Y","SBrkr",1189,0,0,1189,1,0,2,0,2,1,"TA",4,"Typ",0,NA,"Attchd",1997,"RFn",2,392,"TA","TA","Y",0,122,0,0,0,0,NA,NA,NA,0,4,2008,"WD ","Normal",160500
815,923204040,85,"RL",150,14137,"Pave",NA,"Reg","Lvl","AllPub","Corner","Gtl","Mitchel","Norm","Norm","1Fam","SFoyer",4,5,1964,1964,"Gable","CompShg","HdBoard","HdBoard","BrkFace",98,"TA","TA","CBlock","Gd","TA","Av","ALQ",865,"LwQ",247,88,1200,"GasA","Gd","Y","SBrkr",1200,0,0,1200,1,0,1,0,3,1,"TA",6,"Typ",0,NA,"2Types",1964,"Fin",3,850,"TA","TA","Y",0,119,0,0,171,0,NA,NA,NA,0,11,2008,"ConLD","Normal",173000
816,923225200,160,"RM",41,2665,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","MeadowV","Norm","Norm","TwnhsE","2Story",5,7,1976,1976,"Gable","CompShg","CemntBd","CmentBd","None",0,"TA","TA","PConc","Gd","TA","No","ALQ",318,"Unf",0,232,550,"GasA","TA","Y","SBrkr",925,550,0,1475,0,0,2,0,4,1,"TA",6,"Typ",1,"TA","Attchd",1976,"Unf",1,336,"TA","TA","Y",92,26,0,0,0,0,NA,NA,NA,0,5,2008,"WD ","Normal",129500
817,923227030,20,"RL",NA,17979,"Pave",NA,"IR1","Lvl","AllPub","Corner","Gtl","Mitchel","Norm","Norm","1Fam","1Story",5,6,1968,1968,"Gable","CompShg","Plywood","Plywood","None",0,"TA","Gd","CBlock","TA","TA","No","ALQ",785,"Unf",0,328,1113,"GasA","Ex","Y","SBrkr",1160,0,0,1160,1,0,1,0,3,1,"Gd",6,"Typ",0,NA,"Attchd",1968,"Unf",1,257,"TA","TA","Y",81,0,0,0,0,0,NA,"GdWo","Shed",500,2,2008,"WD ","Normal",152500
818,923228080,160,"RM",21,1477,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","MeadowV","Norm","Norm","Twnhs","2Story",6,9,1970,2007,"Gable","CompShg","CemntBd","CmentBd","None",0,"TA","Gd","CBlock","TA","TA","No","GLQ",358,"Unf",0,188,546,"GasA","Ex","Y","SBrkr",546,546,0,1092,0,0,2,1,3,1,"TA",6,"Typ",0,NA,NA,NA,NA,0,0,NA,NA,"Y",187,0,0,0,0,0,NA,NA,NA,0,3,2008,"WD ","Normal",98000
819,923250210,20,"RL",100,21750,"Pave",NA,"Reg","HLS","AllPub","Inside","Mod","Mitchel","Artery","Norm","1Fam","1Story",5,5,1954,1954,"Hip","CompShg","HdBoard","HdBoard","None",0,"TA","TA","CBlock","TA","TA","No","Unf",0,"Unf",0,988,988,"GasA","Ex","Y","FuseA",988,0,0,988,0,0,1,0,2,1,"TA",4,"Typ",0,NA,"Attchd",1954,"RFn",2,520,"TA","TA","N",0,0,0,0,0,0,NA,NA,NA,0,2,2008,"WD ","Normal",113000
820,923252100,20,"RL",59,6490,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","Mitchel","Norm","Norm","1Fam","1Story",5,7,1983,1983,"Gable","CompShg","VinylSd","VinylSd","None",0,"TA","Gd","CBlock","TA","TA","No","GLQ",534,"Unf",0,282,816,"GasA","Ex","Y","SBrkr",816,0,0,816,0,1,1,0,2,1,"TA",4,"Typ",0,NA,"Attchd",1983,"Unf",1,264,"TA","TA","Y",315,0,0,0,0,0,NA,"GdWo",NA,0,4,2008,"WD ","Normal",128500
821,923275090,20,"RL",37,6951,"Pave",NA,"IR1","Lvl","AllPub","CulDSac","Gtl","Mitchel","Norm","Norm","1Fam","1Story",5,5,1984,1985,"Gable","CompShg","HdBoard","Plywood","None",0,"TA","TA","CBlock","TA","TA","No","ALQ",658,"Unf",0,218,876,"GasA","TA","Y","SBrkr",923,0,0,923,1,0,1,0,3,1,"TA",5,"Typ",0,NA,"Attchd",1984,"Unf",1,264,"TA","TA","Y",362,0,0,0,0,0,NA,"MnPrv",NA,0,10,2008,"WD ","Normal",119500
822,923277040,20,"RL",60,6600,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","Mitchel","Norm","Norm","1Fam","1Story",5,8,1982,2003,"Gable","CompShg","HdBoard","HdBoard","None",0,"TA","Gd","PConc","TA","Gd","No","GLQ",816,"Unf",0,0,816,"GasA","Ex","Y","SBrkr",816,0,0,816,1,0,1,0,2,1,"TA",4,"Typ",0,NA,"Detchd",1985,"Fin",2,816,"TA","TA","Y",0,0,0,0,0,0,NA,NA,NA,0,6,2008,"WD ","Normal",138000
