"male","essay_link","essay_length","Class","tech","technology","math","computer","geek","science","fixing","climbing","matrix","electronic","internet","skiing","solving","nerdy","board","brain","shawshank","figuring","firefly","company","build","hobbies","golf","card","occasionally","guide","lists","section","recent","awesome","law","lol","justice","im","studying","animals","political","artist","spiritual","student","tattoos","health","education1","romance","dont","adult","teaching","haha","ipod","native","baseball","major","lover","school","psychology","loves","loyal","nyc","singing","kids","offspring_A","pets_A","atheist","smoke","single","town_A","SV","rel_imp","sign_imp","age_A","age_dummy","body_type_A","diet_A","drinks_A","education_A","phdYN","educ_dummy1","educ_dummy2","height_A","income100000","UnionDummy"
"f","no",7.55171221535131,"other","no","no","no","no","no","no","no","no","yes","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","no","no","no","no","no","no","no","no","yes","no","no","no","no","no","no","no","no","yes","no","no","no","no","no","no","no","no","wants","has_animals","no","altro","yes","high","no","1","0","23","no","average","other","socially","other","no","yes","no","66","no","no"
"f","no",7.5207764150628,"other","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","has_kids","likes_animals","no","altro","yes","medium","no","missing","0","32","yes","average","anything","socially","ed_missing","no","yes","no","67","no","no"
"f","no",7.88306935130575,"other","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","no","no","yes","no","no","no","no","no","no","no","no","yes","no","no","no","no","yes","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","doesnt_have_kids","pets_missing","no","altro","yes","san_francisco","no","missing","missing","29","yes","thin","anything","socially","masters_program","no","no","yes","64","no","no"
"m","no",7.26122509197192,"other","yes","no","yes","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","has_kids","pets_missing","no","altro","yes","low","no","1","0","38","yes","athletic","anything","rarely","masters_program","no","no","yes","75+","no","yes"
"f","no",7.20191631753163,"other","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","no","no","no","yes","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","kids_missing","likes_animals","yes","altro","yes","san_francisco","no","missing","missing","30","yes","average","anything","socially","university","no","no","yes","64","no","no"
"m","yes",8.63230599851674,"other","yes","no","no","no","yes","no","no","no","no","yes","no","yes","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","no","no","no","yes","yes","yes","yes","yes","no","no","no","no","no","no","no","no","yes","no","no","no","no","no","no","yes","no","no","no","yes","no","no","no","no","no","yes","kids_missing","has_animals","no","altro","yes","low","no","1","1","40-44","no","athletic","anything","socially","university","no","no","yes","70","no","yes"
"f","no",7.8898337513943,"other","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","yes","no","no","no","no","no","no","no","yes","no","no","no","yes","no","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","no","no","no","no","no","yes","no","kids_missing","likes_animals","no","altro","yes","san_francisco","no","missing","1","28","yes","over_size","diet_missing","socially","ed_missing","no","yes","no","67","no","no"
"f","no",0,"other","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","kids_missing","likes_animals","no","altro","yes","san_francisco","no","missing","missing","29","yes","average","anything","very_often","masters_program","no","no","yes","70","no","no"
"m","no",6.57368016696065,"stem","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","no","no","no","no","kids_missing","likes_animals","no","altro","yes","san_francisco","no","missing","missing","38","yes","fit","anything","rarely","university","no","no","yes","70","no","no"
"f","no",7.60837447438078,"other","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","no","no","no","no","no","no","yes","no","no","no","yes","no","no","no","no","yes","no","no","no","no","no","no","no","no","no","no","yes","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","kids_missing","pets_missing","yes","altro","yes","san_francisco","no","missing","missing","50+","no","average","anything","socially","phd_program","yes","no","no","66","no","no"
"m","no",7.83518375526675,"stem","no","no","no","no","no","no","no","no","no","no","yes","no","no","no","no","no","no","no","no","yes","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","no","no","yes","no","no","no","no","no","no","no","no","no","no","no","yes","no","no","no","no","no","no","no","no","no","no","no","kids_missing","likes_animals","yes","altro","yes","san_francisco","no","1","0","27","yes","average","anything","often","other","no","yes","no","70","no","no"
"m","no",7.68662133494462,"other","no","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","no","no","no","no","yes","yes","no","no","no","no","no","no","no","no","yes","no","no","no","yes","no","no","no","no","no","no","no","no","no","no","yes","no","no","no","no","no","no","no","no","yes","no","yes","no","no","no","no","kids_missing","pets_missing","no","altro","altro","san_francisco","no","missing","1","26","yes","average","diet_missing","socially","university","no","no","yes","73","no","no"
"m","no",7.73892375743946,"stem","no","no","no","no","yes","no","no","yes","no","no","no","no","no","no","no","no","no","no","no","no","yes","no","no","no","no","no","no","no","yes","no","no","no","no","yes","no","no","no","no","no","no","no","no","yes","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","kids_missing","pets_missing","no","altro","yes","san_francisco","no","missing","0","40-44","no","fit","anything","socially","other","no","yes","no","68","no","no"
"m","no",0,"other","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","doesnt_want","has_animals","no","altro","yes","san_francisco","no","missing","missing","22","no","body_type_missing","diet_missing","not_at_all","dropped","no","no","no","69","no","no"
"m","no",0,"other","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","kids_missing","likes_animals","no","altro","yes","medium","no","missing","missing","35","yes","thin","vegetarian","rarely","masters_program","no","no","yes","75+","no","no"
"m","no",6.5424719605068,"other","yes","yes","no","no","no","no","no","no","no","no","yes","yes","no","no","yes","no","no","no","no","yes","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","kids_missing","likes_animals","no","yes","yes","san_francisco","no","1","1","23","no","average","anything","very_often","university","no","no","yes","73","no","yes"
"f","no",8.87486763568805,"other","no","no","yes","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","no","no","no","no","no","yes","yes","no","no","no","no","yes","no","no","yes","no","no","no","no","no","no","no","no","no","no","yes","no","no","no","no","no","no","no","doesnt_want","likes_animals","no","altro","altro","san_francisco","no","missing","1","32","yes","thin","vegetarian","socially","university","no","no","yes","64","no","no"
"f","no",5.98645200528444,"other","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","kids_missing","pets_missing","no","altro","yes","san_francisco","no","missing","missing","29","yes","average","anything","socially","university","no","no","yes","64","no","no"
"f","no",6.94889722231331,"other","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","no","no","no","no","no","no","no","no","no","no","no","kids_missing","no_animals","no","altro","yes","san_francisco","no","missing","missing","33","yes","average","anything","drinks_missing","university","no","no","yes","67","no","no"
"f","no",6.70196036600254,"other","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","no","yes","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","kids_missing","pets_missing","no","altro","yes","san_francisco","no","missing","missing","37","yes","over_size","diet_missing","socially","university","no","no","yes","65","no","no"
"m","no",8.22416351263786,"other","no","no","no","yes","no","no","no","no","no","no","yes","no","no","no","no","no","no","no","no","yes","no","no","no","yes","no","no","no","yes","no","yes","yes","no","no","yes","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","no","no","no","no","no","kids_missing","pets_missing","yes","altro","yes","medium","no","3","missing","35","yes","average","diet_missing","not_at_all","university","no","no","yes","71","no","yes"
"m","no",7.38461038317697,"other","no","no","no","no","no","no","no","no","no","no","yes","no","no","no","no","no","no","yes","no","no","no","no","no","no","no","no","no","no","no","yes","no","no","no","yes","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","no","yes","no","no","no","no","no","no","no","no","no","no","kids_missing","pets_missing","no","altro","yes","san_francisco","no","missing","missing","24","no","average","diet_missing","often","ed_missing","no","yes","no","68","no","no"
"f","no",7.6275443904885,"other","no","no","no","no","no","no","no","no","no","no","yes","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","no","no","no","yes","no","no","yes","no","no","no","no","no","no","yes","no","yes","no","no","no","yes","no","no","no","no","no","no","doesnt_want","has_animals","no","altro","yes","SV","yes","missing","1","21","no","over_size","anything","socially","other","no","yes","no","61-","no","yes"
